name;recclass;mass;fall;year;reclat;reclong
Acfer 323;LL5;117;Found;2001;27,503;3,8795
Acfer 324;CR2;69;Found;2001;27,50083;3,86983
Acfer 325;LL6;32;Found;1989;27,5;3,61667
Acfer 326;L6;139;Found;1989;27,5;3,61667
Acfer 327;H5;745,22;Found;2001;27,73333;4,43333
Acfer 328;CV3;180,07;Found;2001;27,73333;4,21667
Acfer 329;L4/5;30000;Found;2001;27,58333;4,1
Acfer 330;L6;490;Found;2001;27,65;4,03333
Acfer 331;CM2;750;Found;2001;27,58333;4,01667
Acfer 332;CO3;115,02;Found;2001;27,73333;4,13333
Acfer 333;CO3;489;Found;2001;27,56667;4,06667
Acfer 334;L6;211,25;Found;2002;27,65;4,38333
Acfer 335;H4;261;Found;2002;27,73333;4,43333
Acfer 336;L3.8;19400;Found;2002;27,61667;4,06667
Acfer 337;L3.8;360;Found;2002;27,68333;4,26667
Acfer 338;H6;377,6;Found;2002;27,71667;4,26667
Acfer 339;H5;400;Found;2002;27,55;4,2
Acfer 340;L5;173,15;Found;2002;27,58333;4,3
Acfer 341;L3;132;Found;2002;27,46667;3,83333
Acfer 342;L6;1276;Found;2002;27,59056;4,66278
Acfer 343;H3-5;140;Found;2002;27,619722;4,265
Acfer 344;H3;410;Found;2002;27,73333;4,19833
Acfer 345;LL5;53;Found;2002;27,46472;3,81417
Acfer 346;LL6;546;Found;2002;27,59056;4,66278
Acfer 347;L3;1165;Found;2001;27,68333;4,3
Acfer 348;L5;8750;Found;2001;27,97933;4,27817
Acfer 349;H6;298;Found;2001;27,84067;4,31433
Acfer 350;H4;128;Found;2001;27,672;4,52633
Acfer 351;L6;211;Found;2001;27,7;4,13333
Acfer 352;L5;873;Found;2001;27,76667;4,01667
Acfer 353;Eucrite-cm;11935;Found;2001;27,48917;3,89
Acfer 354;LL5;252;Found;2001;27,5005;3,88233
Acfer 355;LL5;161;Found;2002;27,58967;3,781
Acfer 356;EL6;120;Found;2002;27,61233;4,5285
Acfer 357;LL5;62;Found;2001;27,50083;4,87467
Acfer 358;H6;70;Found;2002;27,76667;4,41667
Acfer 359;H6;67;Found;2002;27,7;4,48333
Acfer 360;Ureilite;68;Found;2002;27,48333;3,76667
Acfer 361;H4;138;Found;2002;27,42958;3,87135
Acfer 362;H5;242,8;Found;2002;27,4778;3,70165
Acfer 363;LL4;389,9;Found;2002;27,58163;4,29388
Acfer 364;LL6;656;Found;2002;27,7;4,51667
Acfer 365;L5;1456;Found;2002;27,60933;3,93567
Acfer 366;CH3;1456;Found;2002;26,60933;3,93567
Acfer 367;H5;410;Found;2002;27,68433;4,42917
Acfer 368;H4;126;Found;2002;27,68883;4,386
Acfer 369;H4;122;Found;2002;27,667;4,64833
Acfer 370;Chondrite-ung;129;Found;2002;27,6725;4,35667
Acfer 371;L5;9608;Found;2002;27,67817;4,46533
Acfer 372;LL6;238;Found;2002;26,61167;3,887
Acfer 373;H5;128;Found;2002;26,62583;3,94433
Acfer 374;CO3;118;Found;2002;26,60867;4,053
Acfer 375;LL6;495;Found;2002;27,5085;3,76383
Acfer 376;H6;132;Found;2002;27,6395;3,935
Acfer 377;L4;132;Found;2002;27,6625;3,97683
Acfer 378;LL6;1320;Found;2003;27,4;3,75
Acfer 379;H4;14764;Found;2004;27,4114;3,70467
Acfer 380;H5;849;Found;2002;27,76667;4,41667
Acfer 381;L6;292;Found;2002;27,7;4,45
Acfer 382;H5;101;Found;2002;27,63333;3,93333
Acfer 386;L5;200;Found;2004;27,36017;3,7
Acfer 387;H4-6;177;Found;2004;27,558;4,015
Acfer 388;H4;1072;Found;2004;27,61667;3,86667
Acfer 389;H5;397;Found;2004;27,504;3,68167
Acfer 390;H4;578;Found;2004;27,5025;3,693
Acfer 391;H4;388;Found;2004;27,59617;4,172
Acfer 392;H~5;74;Found;1997;27,51667;3,86667
Acfer 393;H~6;74;Found;1997;27,58333;4,03333
Acfer 394;CR2;364;Found;2001;27,51867;3,88033
Acfer 395;CR2;394;Found;2001;27,50917;3,88767
Acfer 396;CR2;148;Found;2001;27,512;3,89783
Acfer 397;CR2;105;Found;2001;27,509;3,89583
Acfer 398;CR2;97;Found;2001;27,50217;3,86083
Acfer 399;CR2;89;Found;2001;27,50267;3,8725
Acfer 400;CR2;101;Found;2001;27,50083;3,86617
Acfer 401;L5;9;Found;2002;27,68917;4,44267
Achilles;H5;16000;Found;1924;39,77667;-100,81333
Ackerly;L5;3046;Found;1995;32,59033;-101,77217
Acme;H5;75000;Found;1947;33,63333;-104,26667
Acomita;Pallasite, PMG;3956;Found;1962;35,05;-107,56667
Acu�a;Iron, IIIAB;217700;Found;1981;29,31667;-100,96667
Adalia;Eucrite-mmict;1;Found;1883;36,9;30,68333
Adam Talha;LL3.2;259,3;Found;2005;22,9935;-10,15367
Adams County;H5;5700;Found;1928;39,96667;-103,76667
ad-Dahbubah;H5;90000;Found;1961;19,83333;51,25
Adelaide;C2-ung;2031;Found;1972;;
Adelie Land;L5;1000;Found;1912;-67,18333;142,38333
Admire;Pallasite, PMG;180000;Found;1881;38,7;-96,1
Adrar 001;H4/5;1917;Found;1990;28,05;0,16667
Adrar 002;L5;407;Found;1990;27,81667;0,13333
Adrar 003;L/LL3.10;287;Found;1990;27,13333;0,2
Adrar Bous;EL5;360;Found;2001;20,5;9
Adrar Chiriet;L6;926;Found;2003;19,64008;9,35545
Adrar Madet;H5/6;1113;Found;1997;18,5;10,4
Adrar Madet 002;LL3;2200;Found;2002;18,61042;10,4941
Adrar Yaouelt;H5;2730;Found;2002;17,67987;10,03503
Adrian;H4;22600;Found;1936;35,15;-102,71667
Adzhi-Bogdo (iron);Iron, IAB complex;582000;Found;1952;44,86667;95,41667
Aggie Creek;Iron, IIIAB;43000;Found;1942;64,88333;-163,16667
Agoudal;Iron, IIAB;100000;Found;2000;31,98457;-5,51528
Agoult;Eucrite;82;Found;2000;30,55;-4,9
Agua Blanca;Iron, IIIAB;49000;Found;1938;-28,91667;-66,95
Aguas Calientes;H;260,1;Found;1971;-25,5;-68,4
Aguemour 001;H5;896;Found;1990;26,96667;4,45
Aguemour 002;L6;236;Found;1990;26,96667;4,4
Aguemour 003;L6;809;Found;1990;27,36667;4,5
Aguemour 004;H5;1137;Found;1990;27,33333;4,5
Aguemour 005;H5;859;Found;1991;27,43583;4,63861
Aguemour 006;L6;435;Found;1992;27,57639;4,52528
Aguemour 007;H4;334;Found;1992;27,50778;4,60167
Aguemour 008;L4;79;Found;1992;27,47889;4,19806
Aguemour 009;L3.8;1446;Found;1992;27,42861;4,12417
Aguemour 010;H5;367;Found;1993;27,36056;4,94472
Aguemour 011;H4;207;Found;1993;27,35028;4,2025
Aguemour 012;H5;347;Found;1993;27,5175;4,19111
Aguemour 013;L5;364;Found;1993;27,56972;4,52556
Aguemour 014;L5;167;Found;1993;27,57806;4,3225
Aguemour 015;L4;1106;Found;1993;27,50972;4,16111
Aguemour 016;L5;177;Found;1993;27,59167;4,31694
Aguemour 017;L6;1000;Found;2001;27,4;4,35
Ahumada;Pallasite, PMG;52600;Found;1909;30,7;-105,5
Aiken;OC;956;Found;1936;34,2;-101,5
Ainsworth;Iron, IIAB;80650;Found;1907;42,6;-99,8
Akhricha;H;1760;Found;1968;28,4625;1,025
Akmolla;H4;114;Found;1988;39,53833;59,55833
Akron (1940);H6;1050;Found;1940;40,15;-103,16667
Akron (1961);L6;4000;Found;1961;40,15;-103,16667
Al Alamayn;H5;13,31;Found;2005;30,70952;28,9698
Al Haggounia 001;Aubrite;3e+06;Found;2006;27,5;-12,5
Al Huqf 001;L4;41,5;Found;2000;19,42;57,18833
Al Huqf 002;H5;81,4;Found;2000;19,27167;57,38667
Al Huqf 003;L4;115,42;Found;2002;19,50695;57,11952
Al Huqf 004;L5;260,22;Found;2002;19,54482;57,09807
Al Huqf 005;L6;763,29;Found;2002;19,84057;57,00848
Al Huqf 006;L6;1861,21;Found;2002;19,84067;57,00842
Al Huqf 007;L5;1042,7;Found;2002;19,84128;57,00953
Al Huqf 008;L6;1074,3;Found;2002;19,84203;57,00747
Al Huqf 009;H4;39,83;Found;2002;19,8423;57,00013
Al Huqf 010;L6;41539,3;Found;2002;19,86785;57,0028
Al Huqf 011;L6;8056;Found;2002;19,86607;57,0032
Al Huqf 012;L6;402,75;Found;2003;19,80252;57,32137
Al Huqf 050;H4;1066,2;Found;2002;19,60308;57,03332
Al Huqf 051;L6;402,75;Found;2003;19,80252;57,32137
Al Huqf 052;H~5;1319,4;Found;2001;19,65675;57,0433
Al Huqf 053;H~5;854,7;Found;2001;19,61287;57,27038
Al Huqf 054;L~6;2936,5;Found;2001;19,61612;57,2698
Al Huqf 055;H4;1865,6;Found;2001;19,64073;57,28857
Al Huqf 056;H5;124;Found;2001;19,66453;57,3334
Al Huqf 057;H5;105,3;Found;2001;19,53112;57,08427
Al Huqf 058;L~6;97,7;Found;2001;19,3421;57,1693
Al Huqf 059;L~3;362,7;Found;2001;19,31468;57,27343
Al Huqf 060;L~6;913,1;Found;2001;19,40518;57,26818
Al Huqf 062;H~4;50,7;Found;2001;19,40772;57,29878
Al Huqf 063;L6;591,8;Found;2006;19,44533;57,02345
Al Huqf 064;H4;12834;Found;2002;19,40412;57,27497
Al Huqf 065;L6;2084,16;Found;2007;19,32092;57,22977
Al Huqf 066;L4;150,057;Found;2007;19,51053;57,1292
Al Huqf 067;H4;61,6;Found;2009;19,22597;57,54063
Al Huqf 068;L3;165,4;Found;2009;19,14025;57,58427
Al Huqf 069;H4/5;250,5;Found;2009;19,26795;57,13412
Al Huqf 070;L4;2632,8;Found;2009;19,18798;57,10978
Al Huwaysah 001;LL6;3150,5;Found;2009;22,80487;55,32742
Al Huwaysah 002;LL6;690,5;Found;2009;22,79853;55,31673
Al Huwaysah 003;L4-6;273,05;Found;2010;22,74862;55,37323
Al Huwaysah 004;H5;141,51;Found;2010;22,74733;55,39522
Al Huwaysah 005;L(LL)3.5-3.7;1228,1;Found;2010;22,73342;55,33122
Al Huwaysah 006;L6;16,41;Found;2010;22,73743;55,3191
Al Huwaysah 007;L6;1,56;Found;2010;22,73393;55,3204
Al Huwaysah 008;H4;356,2;Found;2010;22,73797;55,32125
Al Huwaysah 009;H6;3407,8;Found;2010;22,75747;55,41402
Al Huwaysah 010;Achondrite-ung;1411,8;Found;2010;22,74868;55,47218
Al Huwaysah 011;L4-5;112,76;Found;2010;22,75978;55,3908
Al Huwaysah 012;H5;4694,9;Found;2010;22,67752;55,34027
Al Huwaysah 013;H6;55,51;Found;2010;22,68423;55,33652
Al Huwaysah 014;H6;45,52;Found;2010;22,68598;55,32092
Al Huwaysah 015;H6;35,3;Found;2010;22,68922;55,32087
Al Huwaysah 016;H5;1330,9;Found;2010;22,69813;55,3336
Al Huwaysah 017;L6;439,58;Found;2010;22,73852;55,36247
Alaer 001;LL5;1,7;Found;2007;40,33333;81,25
Alaer 002;LL5;1,1;Found;2007;40,33333;81,25
Alamogordo;H5;13600;Found;1938;32,9;-105,93333
Alamosa;L6;1800;Found;1937;37,46667;-105,86667
Alatage;Iron, IIIAB;37500;Found;1959;42,33333;93
Albin (pallasite);Pallasite, PMG;37600;Found;1915;41,5;-104,1
Albin (stone);L;15400;Found;1949;41,41667;-104,1
Albion;Iron, IVA;12280;Found;1966;46,83333;-117,25
Aldama (a);Iron, IIIAB;11000;Found;1985;28,83333;-105,86667
Aldama (b);H5;66,5;Found;1996;25,05;-106
Alexander County;Iron, IAB complex;192;Found;1875;35,75;-81,25
Algarrobo;Iron, IAB-ung;1280;Found;1959;-27,08333;-70,58333
al-Ghanim (iron);Iron, IIIAB;500;Found;1960;19,83333;54,08333
al-Ghanim (stone);L6;3755;Found;1960;19,7;53,96667
Algoma;Iron, IAB-sHL;4100;Found;1887;44,65;-87,46667
Alikatnima;Iron, ungrouped;20000;Found;1931;-23,33333;134,11667
Aliskerovo;Iron, IIIE-an;58400;Found;1977;67,88333;167,5
al-Jimshan;H4;11450;Found;1955;20,7;52,83333
Alkali;H6;30,47;Found;1998;37,86667;-117,4
Alkali Flat;L5;28;Found;2011;32,306;-108,9038
Alkhamasin;Iron, IIAB;1.2e+06;Found;1973;20,6;44,88333
Allan Hills 03541;H5;1053,5;Found;2003;;
Allan Hills 03542;L6;20,4;Found;2003;;
Allan Hills 06001;H5;128,1;Found;2006;-76,71695;158,76862
Allan Hills 06002;H~5;119,2;Found;2006;-76,74253;158,84305
Allan Hills 06003;H~5;25;Found;2006;-76,71128;158,79283
Allan Hills 06004;H~5;61,7;Found;2006;-76,70522;158,77838
Allan Hills 06005;H~5;6;Found;2006;-76,70522;158,77838
Allan Hills 06006;H~5;280,9;Found;2006;-76,70558;158,77587
Allan Hills 06007;H5;226,3;Found;2006;-76,70552;158,77583
Allan Hills 06008;H~5;120;Found;2006;-76,70552;158,77485
Allan Hills 06009;H~5;28,6;Found;2006;-76,71215;158,77527
Allan Hills 06010;H~5;1,08;Found;2006;-76,71263;158,77862
Allan Hills 06011;H~5;24,3;Found;2006;-76,71255;158,7786
Allan Hills 06012;H5;91;Found;2006;-76,71733;158,77398
Allan Hills 09001;L5/6;0,5;Found;2009;-76,74403;159,37238
Allan Hills 09002;L6;71,6;Found;2009;-76,74245;159,37458
Allan Hills 09003;L6;15,5;Found;2009;-76,74245;159,37458
Allan Hills 09004;Howardite;221,7;Found;2009;0;0
Allan Hills 09005;L5;122,3;Found;2009;0;0
Allan Hills 09006;H5;104,3;Found;2009;0;0
Allan Hills 09008;H5;31,3;Found;2009;0;0
Allan Hills 09009;L6;24,8;Found;2009;0;0
Allan Hills 09010;L3.4;2,6;Found;2009;0;0
Allan Hills 09011;LL6;14,2;Found;2009;0;0
Allan Hills 09012;L6;18,1;Found;2009;0;0
Allan Hills 09013;L6;25,5;Found;2009;0;0
Allan Hills 09014;L5;30,2;Found;2009;0;0
Allan Hills 10910;L5;444,1;Found;2010;0;0
Allan Hills 10911;L6;218,9;Found;2010;0;0
Allan Hills 10912;H6;60,3;Found;2010;0;0
Allan Hills 82100;CM2;24,3;Found;1982;-76,97691;156,93841
Allan Hills 82101;CO3.4;29,1;Found;1982;-76,88426;156,93086
Allan Hills 82102;H5;48,1;Found;1982;-77,04666;157,24407
Allan Hills 82103;H5;2529,2;Found;1982;-76,89661;156,99137
Allan Hills 82104;L5;398,8;Found;1982;-77,05074;157,19834
Allan Hills 82105;L6;363,3;Found;1982;-77,04867;157,18333
Allan Hills 82106;Ureilite;35,1;Found;1982;-77,03788;157,2516
Allan Hills 82107;L5;9,2;Found;1982;-76,97697;156,91541
Allan Hills 82108;H5;13,5;Found;1982;-76,96353;156,9203
Allan Hills 82109;H5;47,2;Found;1982;-77,02778;157,03028
Allan Hills 82110;H3.6;39,3;Found;1982;-77,03342;157,25235
Allan Hills 82111;L6;63;Found;1982;-76,91278;156,97551
Allan Hills 82112;H5;28,3;Found;1982;-76,96674;156,91777
Allan Hills 82113;H6;61,2;Found;1982;-76,97126;156,90291
Allan Hills 82114;H5;40,7;Found;1982;-77,03648;157,23968
Allan Hills 82115;H5;48,5;Found;1982;-76,97442;156,90877
Allan Hills 82116;H6;18,4;Found;1982;-77,03694;157,04639
Allan Hills 82117;L5;4,2;Found;1982;-77,04025;157,2305
Allan Hills 82118;L6;110,9;Found;1982;-77,04408;157,2676
Allan Hills 82119;H5;23,9;Found;1982;-76,9791;156,92267
Allan Hills 82120;H5;7,2;Found;1982;-76,90581;157,00988
Allan Hills 82121;L6;2,4;Found;1982;-77,03722;157,23658
Allan Hills 82122;H5;142;Found;1982;-76,98507;156,90009
Allan Hills 82123;L6;110,8;Found;1982;-76,94677;156,92971
Allan Hills 82124;H6;25,8;Found;1982;-77,03811;157,24166
Allan Hills 82125;L6;178,4;Found;1982;-76,98262;156,90998
Allan Hills 82126;H4;139,9;Found;1982;-76,90692;157,0235
Allan Hills 82127;H6;5,1;Found;1982;-76,96966;156,90165
Allan Hills 82128;H4;15,2;Found;1982;-76,96339;156,91969
Allan Hills 82129;H5;14,1;Found;1982;-76,97495;156,91895
Allan Hills 82130;Ureilite;44,6;Found;1982;-77,04237;157,25116
Allan Hills 82131;CM2;1;Found;1982;-76,88366;156,92815
Allan Hills 82132;EH4;5,9;Found;1982;-76,97583;156,94856
Allan Hills 82133;H4;19,7;Found;1982;-76,90256;157,02793
Allan Hills 82134;H5;28,2;Found;1982;-76,88761;156,93792
Allan Hills 82135;CK4;12,1;Found;1982;-76,91276;156,97559
Allan Hills 82136;H4;4,3;Found;1982;-76,90694;157,02548
Allan Hills 82137;L5;10,8;Found;1982;-77,02778;157,02833
Allan Hills 82138;H6;5;Found;1982;-76,97795;156,92687
Allan Hills 82139;L6;0,2;Found;1982;-77,05047;157,25814
Allan Hills 82140;L6;0,3;Found;1982;-77,04673;157,28252
Allan Hills 82141;H5;0,6;Found;1982;-77,03743;157,23679
Allan Hills 82142;L6;20;Found;1982;-76,89166;156,96457
Allan Hills 82143;H6;3,5;Found;1982;-76,92489;156,93821
Allan Hills 82144;H5;7,3;Found;1982;-77,04713;157,28227
Allan Hills 83001;L4;1568,6;Found;1983;-76,72109;158,73715
Allan Hills 83002;L5;367,1;Found;1983;-76,71158;158,77453
Allan Hills 83003;H5;321,8;Found;1983;-76,71111;159,42472
Allan Hills 83004;L6;813,9;Found;1983;-76,81849;158,15713
Allan Hills 83005;H5;227,9;Found;1983;-76,74472;159,40472
Allan Hills 83006;H5;230,2;Found;1983;-76,7188;158,77155
Allan Hills 83007;LL3.4;285;Found;1983;-76,76806;159,33944
Allan Hills 83008;L3.4-3.7;272;Found;1983;-76,69167;159,37306
Allan Hills 83009;Aubrite;1,7;Found;1983;-76,82204;158,20666
Allan Hills 83010;LL3.3;395,2;Found;1983;-76,76991;158,1405
Allan Hills 83011;L5;213,3;Found;1983;-76,69389;159,3875
Allan Hills 83012;H5;202,7;Found;1983;-76,71356;158,77754
Allan Hills 83013;H6;246,3;Found;1983;-76,75889;159,34611
Allan Hills 83014;Ureilite;1,3;Found;1983;-76,82229;158,23233
Allan Hills 83015;Aubrite;3,1;Found;1983;-76,82221;158,21305
Allan Hills 83016;CM2;4,1;Found;1983;-76,82256;158,20601
Allan Hills 83017;L3.5;0,6;Found;1983;-76,82235;158,20609
Allan Hills 83018;EL6;3,7;Found;1983;-76,82236;158,24213
Allan Hills 83019;H4;2,6;Found;1983;-76,82229;158,24188
Allan Hills 83020;H5;2,9;Found;1983;-76,81315;158,06767
Allan Hills 83021;L6;42,4;Found;1983;-76,69694;159,39028
Allan Hills 83022;LL6;5,4;Found;1983;-76,81791;158,19091
Allan Hills 83023;L4;4,2;Found;1983;-76,82248;158,20557
Allan Hills 83024;H6;6,2;Found;1983;-76,82106;158,21255
Allan Hills 83025;H5;77,8;Found;1983;-76,69139;159,3825
Allan Hills 83026;CO3;0,1;Found;1983;-76,82234;158,21493
Allan Hills 83027;L6;2,7;Found;1983;-76,82234;158,215
Allan Hills 83028;H6;16;Found;1983;-76,72278;159,36972
Allan Hills 83029;H5;96,2;Found;1983;-76,8243;158,22801
Allan Hills 83030;H5;48,7;Found;1983;-76,69111;159,38444
Allan Hills 83031;H5;10,4;Found;1983;-76,69361;159,39167
Allan Hills 83032;LL6;2,9;Found;1983;-76,82214;158,23429
Allan Hills 83033;L6;20,7;Found;1983;-76,69167;159,38472
Allan Hills 83034;H5;6,5;Found;1983;-76,69944;159,39056
Allan Hills 83035;H5;1,2;Found;1983;-76,82228;158,21366
Allan Hills 83036;H5;24,3;Found;1983;-76,69639;159,39556
Allan Hills 83037;H5;2,5;Found;1983;-76,82235;158,21503
Allan Hills 83038;L3.8;86,5;Found;1983;-76,71769;159,36411
Allan Hills 83039;H5;6,3;Found;1983;-76,69806;159,3975
Allan Hills 83040;H5;77,9;Found;1983;-76,69083;159,37139
Allan Hills 83041;L6;0,3;Found;1983;-76,82236;158,21482
Allan Hills 83042;H3.6;0,5;Found;1983;-76,81765;158,19001
Allan Hills 83043;L6;2,7;Found;1983;-76,82199;158,21505
Allan Hills 83044;H5;4,8;Found;1983;-76,82133;158,17741
Allan Hills 83045;L5;1,6;Found;1983;-76,82268;158,21812
Allan Hills 83046;H5;32,9;Found;1983;-76,82584;158,22437
Allan Hills 83047;H5;20;Found;1983;-76,69917;159,39861
Allan Hills 83048;L5;2,3;Found;1983;-76,69694;159,39695
Allan Hills 83049;H5;6,1;Found;1983;-76,69167;159,38528
Allan Hills 83050;H6;9,7;Found;1983;-76,69389;159,3875
Allan Hills 83051;H5;16,5;Found;1983;-76,71667;159,66667
Allan Hills 83052;L6;52,8;Found;1983;-76,82326;158,21348
Allan Hills 83053;H5;63,2;Found;1983;-76,71838;158,76949
Allan Hills 83054;LL6;16,8;Found;1983;-76,82277;158,21888
Allan Hills 83055;H5;18,4;Found;1983;-76,69889;159,39833
Allan Hills 83056;H5;1,4;Found;1983;-76,82197;158,21415
Allan Hills 83057;H5;62,9;Found;1983;-76,69389;159,38945
Allan Hills 83058;L6;29,2;Found;1983;-76,80682;158,03566
Allan Hills 83059;H5;3,5;Found;1983;-76,82193;158,21327
Allan Hills 83060;H5;8,8;Found;1983;-76,74;159,38167
Allan Hills 83061;H5;33,6;Found;1983;-76,71602;158,73123
Allan Hills 83062;H5;76,9;Found;1983;-76,71893;158,771
Allan Hills 83063;L6;16,9;Found;1983;-76,77111;159,2875
Allan Hills 83064;H5;12,4;Found;1983;-76,72038;158,76546
Allan Hills 83065;H5;53,6;Found;1983;-76,71088;158,78134
Allan Hills 83066;H5;45,9;Found;1983;-76,71951;158,76862
Allan Hills 83067;L6;95,8;Found;1983;-76,74194;159,38083
Allan Hills 83068;H5;0,8;Found;1983;-76,81435;158,13615
Allan Hills 83069;L5;78,2;Found;1983;-76,69944;159,12306
Allan Hills 83070;LL6;215,7;Found;1983;-76,82202;158,13059
Allan Hills 83071;H6;4,9;Found;1983;-76,69917;159,39861
Allan Hills 83072;H5;1,6;Found;1983;-76,8128;158,11533
Allan Hills 83073;H5;49,2;Found;1983;-76,71424;158,80149
Allan Hills 83074;H5;6,4;Found;1983;-76,77046;158,15787
Allan Hills 83100;CM1/2;3019;Found;1983;-76,71667;159,66667
Allan Hills 83101;L6;639,2;Found;1983;-76,98533;156,87608
Allan Hills 83102;CM2;1786,2;Found;1983;-77,04164;157,15458
Allan Hills 83103;H6;51,8;Found;1983;-76,96968;156,9094
Allan Hills 83104;H5;2,1;Found;1983;-76,96391;156,90554
Allan Hills 83105;L6;0,7;Found;1983;-77,04139;157,05861
Allan Hills 83106;CM2;22,3;Found;1983;-76,96393;156,90753
Allan Hills 83107;H5;38,4;Found;1983;-76,987;156,87283
Allan Hills 83108;CO3.5;1519,4;Found;1983;-77,04639;157,07722
Allan Hills 84001;Martian (OPX);1930,9;Found;1984;-76,92031;156,77355
Allan Hills 84002;L6;7554;Found;1984;-76,74254;158,82886
Allan Hills 84003;H5;3088,7;Found;1984;-76,73217;158,6696
Allan Hills 84004;H4;9000;Found;1984;-76,73156;158,67942
Allan Hills 84005;L5;12000;Found;1984;-76,89102;156,89321
Allan Hills 84006;H4/5;16000;Found;1984;-76,76228;158,77438
Allan Hills 84007;Aubrite;705,6;Found;1984;-76,87783;158,50193
Allan Hills 84008;Aubrite;301,6;Found;1984;-76,88238;158,57931
Allan Hills 84009;Aubrite;335,6;Found;1984;-76,86569;158,52417
Allan Hills 84010;Aubrite;303;Found;1984;-76,88572;158,61378
Allan Hills 84011;Aubrite;138,2;Found;1984;-76,87851;158,61831
Allan Hills 84012;Aubrite;224,7;Found;1984;-76,88304;158,53214
Allan Hills 84013;Aubrite;159,9;Found;1984;-76,8982;158,59203
Allan Hills 84014;Aubrite;49,4;Found;1984;-76,88435;158,67508
Allan Hills 84015;Aubrite;263,9;Found;1984;-76,88495;158,60279
Allan Hills 84016;Aubrite;149,7;Found;1984;-76,88429;158,58777
Allan Hills 84017;Aubrite;79,8;Found;1984;-76,88322;158,662
Allan Hills 84018;Aubrite;81,7;Found;1984;-76,86224;158,51818
Allan Hills 84019;Aubrite;93,2;Found;1984;-76,84714;158,50969
Allan Hills 84020;Aubrite;191,1;Found;1984;-76,86997;158,53785
Allan Hills 84021;Aubrite;35,7;Found;1984;-76,85453;158,50622
Allan Hills 84022;Aubrite;12,5;Found;1984;-76,77022;158,80784
Allan Hills 84023;Aubrite;262,4;Found;1984;-76,89846;158,58451
Allan Hills 84024;Aubrite;194,4;Found;1984;-76,872;158,54311
Allan Hills 84025;Brachinite;4,6;Found;1984;-77,02267;157,02695
Allan Hills 84027;LL7(?);8;Found;1984;-76,90111;156,78436
Allan Hills 84028;CV3;735,9;Found;1984;-76,77066;158,8921
Allan Hills 84029;CM2;119,8;Found;1984;-77,04239;157,07331
Allan Hills 84030;CM2;6,2;Found;1984;-77,04114;157,08925
Allan Hills 84031;CM2;12,5;Found;1984;-77,03891;157,07356
Allan Hills 84032;CM2;7,9;Found;1984;-77,0394;157,07168
Allan Hills 84033;CM2;60,4;Found;1984;-76,74378;158,8388
Allan Hills 84034;CM2;44,1;Found;1984;-77,03948;157,0721
Allan Hills 84035;CM2;3,2;Found;1984;-76,99221;156,97646
Allan Hills 84036;CM2;2,8;Found;1984;-76,89532;156,83534
Allan Hills 84037;CV3;3;Found;1984;-76,97931;156,96098
Allan Hills 84038;CK4;12,3;Found;1984;-76,88906;157,05112
Allan Hills 84039;CM2;32,8;Found;1984;-76,89316;156,95714
Allan Hills 84040;CM2;28,7;Found;1984;-77,0397;157,0719
Allan Hills 84041;CM2;1,3;Found;1984;-76,99528;156,97546
Allan Hills 84042;CM2;51,3;Found;1984;-77,04288;157,07299
Allan Hills 84043;CM2;16,8;Found;1984;-77,03954;157,07239
Allan Hills 84044;CM2;147,4;Found;1984;-77,04295;157,07145
Allan Hills 84045;CM2;11,4;Found;1984;-77,03943;157,07162
Allan Hills 84046;CM2;1,5;Found;1984;-76,97908;156,96165
Allan Hills 84047;CM2;4,4;Found;1984;-77,03953;157,07168
Allan Hills 84048;CM2;12,6;Found;1984;-77,03936;157,07256
Allan Hills 84049;CM2;29,4;Found;1984;-77,03955;157,07117
Allan Hills 84050;CM2;3,2;Found;1984;-77,01641;156,97949
Allan Hills 84051;CM2;34,3;Found;1984;-77,03939;157,07174
Allan Hills 84052;LL6;10,5;Found;1984;-76,95067;156,93497
Allan Hills 84053;CM2;5,2;Found;1984;-77,02037;157,00819
Allan Hills 84054;CM2;19,4;Found;1984;-76,7406;158,81318
Allan Hills 84055;H5;6900,5;Found;1984;-76,72944;158,74157
Allan Hills 84056;L6;2140,3;Found;1984;-76,71667;159,66667
Allan Hills 84057;L6;368,2;Found;1984;-76,83592;158,25518
Allan Hills 84058;L6;2002,5;Found;1984;-77,02175;156,99984
Allan Hills 84059;H4;856,9;Found;1984;-76,76988;158,80378
Allan Hills 84060;H5;338,9;Found;1984;-76,89371;156,98032
Allan Hills 84061;L6;676,4;Found;1984;-76,99289;156,95507
Allan Hills 84062;L6;958,2;Found;1984;-76,92062;156,8752
Allan Hills 84063;L5;759,6;Found;1984;-76,98268;156,9338
Allan Hills 84064;H5;1889,1;Found;1984;-76,91491;156,9387
Allan Hills 84065;L6;1641,7;Found;1984;-76,89909;156,83414
Allan Hills 84066;L6;355,8;Found;1984;-76,72597;158,64803
Allan Hills 84067;H5;391,2;Found;1984;-76,72477;158,71596
Allan Hills 84068;H5;1114,1;Found;1984;-76,92766;156,94055
Allan Hills 84069;H5;1136,3;Found;1984;-76,75137;158,84018
Allan Hills 84070;L6;3951,7;Found;1984;-76,90824;156,8802
Allan Hills 84071;H6;797,7;Found;1984;-76,71667;159,66667
Allan Hills 84072;L6;720,9;Found;1984;-76,83571;158,26384
Allan Hills 84073;H5;630,6;Found;1984;-76,91608;156,97014
