name;recclass;mass;fall;year;reclat;reclong
Allan Hills A77144;H6;7,9;Found;1977;-76,71667;159,66667
Allan Hills A77145;H5;14,22;Found;1977;-76,71667;159,66667
Allan Hills A77146;H6;18,2;Found;1977;-76,71667;159,66667
Allan Hills A77147;H6;18,7;Found;1977;-76,71667;159,66667
Allan Hills A77148;H6;13,1;Found;1977;-76,71667;159,66667
Allan Hills A77149;H6;25,6;Found;1977;-76,71667;159,66667
Allan Hills A77150;L6;58,3;Found;1977;-76,71667;159,66667
Allan Hills A77151;H5;16,9;Found;1977;-76,71667;159,66667
Allan Hills A77152;H5;17,8;Found;1977;-76,71667;159,66667
Allan Hills A77153;H5;12;Found;1977;-76,71667;159,66667
Allan Hills A77154;H5;5,21;Found;1977;-76,71667;159,66667
Allan Hills A77155;L6;305,3;Found;1977;-76,71667;159,66667
Allan Hills A77156;EH3;17,7;Found;1977;-76,71667;159,66667
Allan Hills A77157;H6;88,3;Found;1977;-76,71667;159,66667
Allan Hills A77158;H5;19,9;Found;1977;-76,71667;159,66667
Allan Hills A77159;L6;17;Found;1977;-76,71667;159,66667
Allan Hills A77160;L3.5;70,42;Found;1977;-76,71667;159,66667
Allan Hills A77161;H5;6,1;Found;1977;-76,71667;159,66667
Allan Hills A77162;L6;29;Found;1977;-76,71667;159,66667
Allan Hills A77163;L3.5;24,3;Found;1977;-76,71667;159,66667
Allan Hills A77164;L3.5;38,14;Found;1977;-76,71667;159,66667
Allan Hills A77165;L3.5;30,5;Found;1977;-76,71667;159,66667
Allan Hills A77166;L3.5;138,8;Found;1977;-76,71667;159,66667
Allan Hills A77167;L3.4;611,2;Found;1977;-76,71667;159,66667
Allan Hills A77168;H5;24,7;Found;1977;-76,71667;159,66667
Allan Hills A77169;L6;7,34;Found;1977;-76,71667;159,66667
Allan Hills A77170;L3.5;12,2;Found;1977;-76,71667;159,66667
Allan Hills A77171;H5;23,8;Found;1977;-76,71667;159,66667
Allan Hills A77172;H4;6,42;Found;1977;-76,71667;159,66667
Allan Hills A77173;H5;25,8;Found;1977;-76,71667;159,66667
Allan Hills A77174;H5;32,4;Found;1977;-76,71667;159,66667
Allan Hills A77175;L3.5;23,3;Found;1977;-76,71667;159,66667
Allan Hills A77176;L3.2;55,4;Found;1977;-76,71667;159,66667
Allan Hills A77177;H5;368,2;Found;1977;-76,71667;159,66667
Allan Hills A77178;L3.5;5,7;Found;1977;-76,71667;159,66667
Allan Hills A77179;H5;9,18;Found;1977;-76,71667;159,66667
Allan Hills A77180;L6;190,8;Found;1977;-76,71667;159,66667
Allan Hills A77181;H5;33;Found;1977;-76,71667;159,66667
Allan Hills A77182;H5;1134,7;Found;1977;-76,71667;159,66667
Allan Hills A77183;H6;288;Found;1977;-76,71667;159,66667
Allan Hills A77184;H5;127,6;Found;1977;-76,71667;159,66667
Allan Hills A77185;L3.5;28;Found;1977;-76,71667;159,66667
Allan Hills A77186;H5;122,4;Found;1977;-76,71667;159,66667
Allan Hills A77187;H5;52,2;Found;1977;-76,71667;159,66667
Allan Hills A77188;H5;109;Found;1977;-76,71667;159,66667
Allan Hills A77190;H4;387,1;Found;1977;-76,71667;159,66667
Allan Hills A77191;H4;642,2;Found;1977;-76,71667;159,66667
Allan Hills A77192;H4;845,3;Found;1977;-76,71667;159,66667
Allan Hills A77193;H5;6,7;Found;1977;-76,71667;159,66667
Allan Hills A77194;H5;10,94;Found;1977;-76,71667;159,66667
Allan Hills A77195;H5;4,7;Found;1977;-76,71667;159,66667
Allan Hills A77196;L6;5,15;Found;1977;-76,71667;159,66667
Allan Hills A77197;L3.7;20,3;Found;1977;-76,71667;159,66667
Allan Hills A77198;L6;7,3;Found;1977;-76,71667;159,66667
Allan Hills A77199;H5;3,13;Found;1977;-76,71667;159,66667
Allan Hills A77200;H6;0,9;Found;1977;-76,71667;159,66667
Allan Hills A77201;H5;15;Found;1977;-76,71667;159,66667
Allan Hills A77202;H5;2,7;Found;1977;-76,71667;159,66667
Allan Hills A77203;H4;6,82;Found;1977;-76,71667;159,66667
Allan Hills A77204;H4;5,61;Found;1977;-76,71667;159,66667
Allan Hills A77205;H5;3,1;Found;1977;-76,71667;159,66667
Allan Hills A77206;H5;4,36;Found;1977;-76,71667;159,66667
Allan Hills A77207;H5;4,9;Found;1977;-76,71667;159,66667
Allan Hills A77208;H4;1733;Found;1977;-76,71667;159,66667
Allan Hills A77209;H6;31,8;Found;1977;-76,71667;159,66667
Allan Hills A77210;H6;5,93;Found;1977;-76,71667;159,66667
Allan Hills A77211;L3.5;26,7;Found;1977;-76,71667;159,66667
Allan Hills A77212;H6;16,8;Found;1977;-76,71667;159,66667
Allan Hills A77213;H5;8,4;Found;1977;-76,71667;159,66667
Allan Hills A77214;L3.4;2111;Found;1977;-76,71667;159,66667
Allan Hills A77215;L3.8;819,6;Found;1977;-76,71667;159,66667
Allan Hills A77216;L3.7-3.9;1470;Found;1977;-76,71667;159,66667
Allan Hills A77217;L3;413,2;Found;1977;-76,71667;159,66667
Allan Hills A77218;L5;45,1;Found;1977;-76,71667;159,66667
Allan Hills A77219;Mesosiderite-B1;637,1;Found;1977;-76,71667;159,66667
Allan Hills A77220;H5;69,1;Found;1977;-76,71667;159,66667
Allan Hills A77221;H4;229,2;Found;1977;-76,71667;159,66667
Allan Hills A77222;H4;125,4;Found;1977;-76,71667;159,66667
Allan Hills A77223;H4;207,9;Found;1977;-76,71667;159,66667
Allan Hills A77224;H4;786,9;Found;1977;-76,71667;159,66667
Allan Hills A77225;H4;5878;Found;1977;-76,71667;159,66667
Allan Hills A77226;H4;15323;Found;1977;-76,71667;159,66667
Allan Hills A77227;H5;16;Found;1977;-76,71667;159,66667
Allan Hills A77228;H5;19,3;Found;1977;-76,71667;159,66667
Allan Hills A77229;H5;12,47;Found;1977;-76,71667;159,66667
Allan Hills A77230;L4;2473;Found;1977;-76,71667;159,66667
Allan Hills A77231;L6;9270;Found;1977;-76,71667;159,66667
Allan Hills A77232;H4;6494,3;Found;1977;-76,71667;159,66667
Allan Hills A77233;H4;4087;Found;1977;-76,71667;159,66667
Allan Hills A77235;H5;4,9;Found;1977;-76,71667;159,66667
Allan Hills A77236;H5;6,91;Found;1977;-76,71667;159,66667
Allan Hills A77237;H5;4,1;Found;1977;-76,71667;159,66667
Allan Hills A77238;H6;5,83;Found;1977;-76,71667;159,66667
Allan Hills A77239;H6;19;Found;1977;-76,71667;159,66667
Allan Hills A77240;H5;25,1;Found;1977;-76,71667;159,66667
Allan Hills A77241;L3.5;144,1;Found;1977;-76,71667;159,66667
Allan Hills A77242;H5;56,5;Found;1977;-76,71667;159,66667
Allan Hills A77243;H5;9,22;Found;1977;-76,71667;159,66667
Allan Hills A77244;L3.5;39,5;Found;1977;-76,71667;159,66667
Allan Hills A77245;H5;33,4;Found;1977;-76,71667;159,66667
Allan Hills A77246;H6;41,6;Found;1977;-76,71667;159,66667
Allan Hills A77247;H5;44,3;Found;1977;-76,71667;159,66667
Allan Hills A77248;H6;96,1;Found;1977;-76,71667;159,66667
Allan Hills A77249;L3.5;503,6;Found;1977;-76,71667;159,66667
Allan Hills A77250;Iron, IAB-MG;10555;Found;1977;-76,71667;159,66667
Allan Hills A77251;L6;68,8;Found;1977;-76,71667;159,66667
Allan Hills A77252;L3-6;343,1;Found;1977;-76,71667;159,66667
Allan Hills A77253;H5;23,6;Found;1977;-76,71667;159,66667
Allan Hills A77254;L5;245,8;Found;1977;-76,71667;159,66667
Allan Hills A77255;Iron, ungrouped;765,1;Found;1977;-76,71667;159,66667
Allan Hills A77256;Diogenite;676,2;Found;1977;-76,71667;159,66667
Allan Hills A77257;Ureilite;1995,7;Found;1977;-76,71667;159,66667
Allan Hills A77258;H6;597,3;Found;1977;-76,71667;159,66667
Allan Hills A77259;H5;294;Found;1977;-76,71667;159,66667
Allan Hills A77260;L3.5;744,3;Found;1977;-76,71667;159,66667
Allan Hills A77261;L6;411,7;Found;1977;-76,71667;159,66667
Allan Hills A77262;H4;861,5;Found;1977;-76,71667;159,66667
Allan Hills A77263;Iron, IAB-MG;1669;Found;1977;-76,71667;159,66667
Allan Hills A77264;H5;11;Found;1977;-76,71667;159,66667
Allan Hills A77265;H5;18,3;Found;1977;-76,71667;159,66667
Allan Hills A77266;H5;108,4;Found;1977;-76,71667;159,66667
Allan Hills A77267;L5;103,5;Found;1977;-76,71667;159,66667
Allan Hills A77268;H5;272;Found;1977;-76,71667;159,66667
Allan Hills A77269;L6;1045;Found;1977;-76,71667;159,66667
Allan Hills A77270;L6;588,9;Found;1977;-76,71667;159,66667
Allan Hills A77271;H6;609,5;Found;1977;-76,71667;159,66667
Allan Hills A77272;L6;674,1;Found;1977;-76,71667;159,66667
Allan Hills A77273;L6;492;Found;1977;-76,71667;159,66667
Allan Hills A77274;H5;288,1;Found;1977;-76,71667;159,66667
Allan Hills A77275;H5;24,9;Found;1977;-76,71667;159,66667
Allan Hills A77277;L6;142,7;Found;1977;-76,71667;159,66667
Allan Hills A77278;LL3.7;312,9;Found;1977;-76,71667;159,66667
Allan Hills A77279;H5;174,5;Found;1977;-76,71667;159,66667
Allan Hills A77280;L6;3226;Found;1977;-76,71667;159,66667
Allan Hills A77281;L6;1231;Found;1977;-76,71667;159,66667
Allan Hills A77282;L6;4127,1;Found;1977;-76,71667;159,66667
Allan Hills A77283;Iron, IAB-MG;10510;Found;1977;-76,71667;159,66667
Allan Hills A77284;L6;376,2;Found;1977;-76,71667;159,66667
Allan Hills A77285;H6;271,1;Found;1977;-76,71667;159,66667
Allan Hills A77286;H4;245,8;Found;1977;-76,71667;159,66667
Allan Hills A77287;H5;230,1;Found;1977;-76,71667;159,66667
Allan Hills A77288;H6;1880;Found;1977;-76,71667;159,66667
Allan Hills A77289;Iron, IAB-MG;2186;Found;1977;-76,71667;159,66667
Allan Hills A77290;Iron, IAB-MG;3784;Found;1977;-76,71667;159,66667
Allan Hills A77291;H5;5,8;Found;1977;-76,71667;159,66667
Allan Hills A77292;L6;199,6;Found;1977;-76,71667;159,66667
Allan Hills A77293;L6;109,7;Found;1977;-76,71667;159,66667
Allan Hills A77294;H5;1351;Found;1977;-76,71667;159,66667
Allan Hills A77295;EH3;141,3;Found;1977;-76,71667;159,66667
Allan Hills A77296;L6;963,3;Found;1977;-76,71667;159,66667
Allan Hills A77297;L6;951,6;Found;1977;-76,71667;159,66667
Allan Hills A77299;H3.7;260,7;Found;1977;-76,71667;159,66667
Allan Hills A77300;H5;234,5;Found;1977;-76,71667;159,66667
Allan Hills A77301;L6;54,9;Found;1977;-76,71667;159,66667
Allan Hills A77302;Eucrite-pmict;235,5;Found;1977;-76,71667;159,66667
Allan Hills A77303;L3.5;78,6;Found;1977;-76,71667;159,66667
Allan Hills A77304;LL3.7;650,4;Found;1977;-76,71667;159,66667
Allan Hills A77305;L6;6444;Found;1977;-76,71667;159,66667
Allan Hills A77306;CM2;19,9;Found;1977;-76,71667;159,66667
Allan Hills A77307;CO3.0;181,3;Found;1977;-76,71667;159,66667
Allan Hills A78001;H5;84,5;Found;1978;-76,75;159,5
Allan Hills A78002;H6;11,5;Found;1978;-76,71667;159,66667
Allan Hills A78003;L6;124,8;Found;1978;-76,71667;159,66667
Allan Hills A78004;H5;35,9;Found;1978;-76,71667;159,66667
Allan Hills A78005;H5;28,2;Found;1978;-76,71667;159,66667
Allan Hills A78006;Howardite;8;Found;1978;-76,71667;159,66667
Allan Hills A78007;H5;8,45;Found;1977;-76,71667;159,66667
Allan Hills A78008;H5;7,4;Found;1978;-76,71667;159,66667
Allan Hills A78009;H4;9,18;Found;1977;-76,71667;159,66667
Allan Hills A78010;H5;1,3;Found;1978;-76,71667;159,66667
Allan Hills A78011;L3;4,84;Found;1977;-76,71667;159,66667
Allan Hills A78012;H5;38,1;Found;1978;-76,71667;159,66667
Allan Hills A78013;L3.5;4,1;Found;1978;-76,71667;159,66667
Allan Hills A78014;L3;6,95;Found;1977;-76,71667;159,66667
Allan Hills A78015;L3.2;34,9;Found;1978;-76,71667;159,66667
Allan Hills A78016;H5;2,55;Found;1977;-76,71667;159,66667
Allan Hills A78017;L3.5;2,9;Found;1978;-76,71667;159,66667
Allan Hills A78018;H5;17,9;Found;1978;-76,71667;159,66667
Allan Hills A78019;Ureilite;30,3;Found;1978;-76,71667;159,66667
Allan Hills A78020;H4;14,17;Found;1977;-76,71667;159,66667
Allan Hills A78021;H5;17,1;Found;1978;-76,71667;159,66667
Allan Hills A78022;H5;6,54;Found;1977;-76,71667;159,66667
Allan Hills A78023;H5;9,8;Found;1978;-76,71667;159,66667
Allan Hills A78024;H6;3,15;Found;1977;-76,71667;159,66667
Allan Hills A78025;H5;8,3;Found;1978;-76,71667;159,66667
Allan Hills A78026;H4;7,78;Found;1977;-76,71667;159,66667
Allan Hills A78027;H5;29,2;Found;1978;-76,71667;159,66667
Allan Hills A78028;H5;4,4;Found;1978;-76,71667;159,66667
Allan Hills A78029;H4;4,1;Found;1978;-76,71667;159,66667
Allan Hills A78030;H5;2,68;Found;1977;-76,71667;159,66667
Allan Hills A78031;H5;4,6;Found;1978;-76,71667;159,66667
Allan Hills A78032;H6;2,08;Found;1977;-76,71667;159,66667
Allan Hills A78033;H4;5;Found;1978;-76,71667;159,66667
Allan Hills A78034;H6;2,35;Found;1977;-76,71667;159,66667
Allan Hills A78035;H6;2,5;Found;1978;-76,71667;159,66667
Allan Hills A78036;H5;1,03;Found;1977;-76,71667;159,66667
Allan Hills A78037;L3.5;0,5;Found;1978;-76,71667;159,66667
Allan Hills A78038;L3.4;363;Found;1978;-76,71667;159,66667
Allan Hills A78039;L6;299;Found;1978;-76,71667;159,66667
Allan Hills A78040;Eucrite-pmict;211,7;Found;1978;-76,71667;159,66667
Allan Hills A78041;L3.4;117,5;Found;1978;-76,71667;159,66667
Allan Hills A78042;L6;214,1;Found;1978;-76,71667;159,66667
Allan Hills A78043;L6;680;Found;1978;-76,71667;159,66667
Allan Hills A78044;L4;164,1;Found;1978;-76,71667;159,66667
Allan Hills A78045;L6;396,5;Found;1978;-76,71667;159,66667
Allan Hills A78046;L3;70;Found;1978;-76,71667;159,66667
Allan Hills A78047;H5;130,3;Found;1978;-76,71667;159,66667
Allan Hills A78048;L6;190,6;Found;1978;-76,71667;159,66667
Allan Hills A78049;H5;95,8;Found;1978;-76,71667;159,66667
Allan Hills A78050;L6;1045;Found;1978;-76,71667;159,66667
Allan Hills A78051;H4;119,5;Found;1978;-76,71667;159,66667
Allan Hills A78052;H5;97,3;Found;1978;-76,71667;159,66667
Allan Hills A78053;H4;179;Found;1978;-76,71667;159,66667
Allan Hills A78054;LL5;9,31;Found;1977;-76,71667;159,66667
Allan Hills A78055;L6;13,7;Found;1978;-76,71667;159,66667
Allan Hills A78056;H;10,61;Found;1977;-76,71667;159,66667
Allan Hills A78057;H4;8,7;Found;1978;-76,71667;159,66667
Allan Hills A78058;H5;14,44;Found;1977;-76,71667;159,66667
Allan Hills A78059;L6;9,1;Found;1978;-76,71667;159,66667
Allan Hills A78060;H6;5,41;Found;1977;-76,71667;159,66667
Allan Hills A78061;H5;1,64;Found;1977;-76,71667;159,66667
Allan Hills A78062;LL6;10,9;Found;1978;-76,71667;159,66667
Allan Hills A78063;LL6;76,7;Found;1978;-76,71667;159,66667
Allan Hills A78064;L;10,37;Found;1977;-76,71667;159,66667
Allan Hills A78065;H6;7,3;Found;1978;-76,71667;159,66667
Allan Hills A78066;H5;8,48;Found;1977;-76,71667;159,66667
Allan Hills A78067;H6;7,8;Found;1978;-76,71667;159,66667
Allan Hills A78068;L6;3,19;Found;1977;-76,71667;159,66667
Allan Hills A78069;H6;4,4;Found;1978;-76,71667;159,66667
Allan Hills A78070;L4;10;Found;1978;-76,71667;159,66667
Allan Hills A78071;H6;5,72;Found;1977;-76,71667;159,66667
Allan Hills A78073;LL6;2,98;Found;1977;-76,71667;159,66667
Allan Hills A78074;L6;200,2;Found;1978;-76,71667;159,66667
Allan Hills A78075;H5;280,6;Found;1978;-76,71667;159,66667
Allan Hills A78076;H6;275,6;Found;1978;-76,71667;159,66667
Allan Hills A78077;H4;330,6;Found;1978;-76,71667;159,66667
Allan Hills A78078;L6;290,3;Found;1978;-76,71667;159,66667
Allan Hills A78079;H5;4,5;Found;1978;-76,71667;159,66667
Allan Hills A78080;H5;24,8;Found;1978;-76,71667;159,66667
Allan Hills A78081;H5;17,8;Found;1978;-76,71667;159,66667
Allan Hills A78082;LL6;24;Found;1978;-76,71667;159,66667
Allan Hills A78083;H4;11,43;Found;1977;-76,71667;159,66667
Allan Hills A78084;H3.9;14280;Found;1978;-76,71667;159,66667
Allan Hills A78085;H5;219,3;Found;1978;-76,71667;159,66667
Allan Hills A78086;H6;9;Found;1978;-76,71667;159,66667
Allan Hills A78087;H5;7,95;Found;1977;-76,71667;159,66667
Allan Hills A78088;H5;5,2;Found;1978;-76,71667;159,66667
Allan Hills A78089;H4;12,23;Found;1977;-76,71667;159,66667
Allan Hills A78090;H5;7,5;Found;1978;-76,71667;159,66667
Allan Hills A78091;H4/5;2,54;Found;1977;-76,71667;159,66667
Allan Hills A78092;H5;16,3;Found;1978;-76,71667;159,66667
Allan Hills A78093;H5;2,62;Found;1977;-76,71667;159,66667
Allan Hills A78094;H5;4;Found;1978;-76,71667;159,66667
Allan Hills A78095;H5;8,2;Found;1977;-76,71667;159,66667
Allan Hills A78096;H5;7,5;Found;1978;-76,71667;159,66667
Allan Hills A78097;H;2,3;Found;1977;-76,71667;159,66667
Allan Hills A78098;H5;2,2;Found;1978;-76,71667;159,66667
Allan Hills A78099;H5;2,1;Found;1977;-76,71667;159,66667
Allan Hills A78100;Iron, IIAB;84,9;Found;1978;-76,71667;159,66667
Allan Hills A78101;L6;121,2;Found;1978;-76,71667;159,66667
Allan Hills A78102;H5;336,9;Found;1978;-76,71667;159,66667
Allan Hills A78103;L6;589,7;Found;1978;-76,71667;159,66667
Allan Hills A78104;L6;672,4;Found;1978;-76,71667;159,66667
Allan Hills A78105;L6;941,7;Found;1978;-76,71667;159,66667
Allan Hills A78106;L6;464,5;Found;1978;-76,71667;159,66667
Allan Hills A78107;H5;198,4;Found;1978;-76,71667;159,66667
Allan Hills A78108;H5;172,5;Found;1978;-76,71667;159,66667
Allan Hills A78109;LL5;233,2;Found;1978;-76,71667;159,66667
Allan Hills A78110;H5;160,7;Found;1978;-76,71667;159,66667
Allan Hills A78111;H5;126,8;Found;1978;-76,71667;159,66667
Allan Hills A78112;L6;2485;Found;1978;-76,71667;159,66667
Allan Hills A78113;Aubrite;298,6;Found;1978;-76,71667;159,66667
Allan Hills A78114;L6;808,1;Found;1978;-76,71667;159,66667
Allan Hills A78115;H6;847,6;Found;1978;-76,71667;159,66667
Allan Hills A78116;H5;127,8;Found;1978;-76,71667;159,66667
Allan Hills A78117;H5;4,3;Found;1978;-76,71667;159,66667
Allan Hills A78118;H5;7,92;Found;1977;-76,71667;159,66667
Allan Hills A78119;LL3.5;102,6;Found;1978;-76,71667;159,66667
Allan Hills A78120;H4;44,3;Found;1978;-76,71667;159,66667
Allan Hills A78121;H5;30,4;Found;1978;-76,71667;159,66667
Allan Hills A78122;H6;4,7;Found;1978;-76,71667;159,66667
Allan Hills A78123;H5;18,4;Found;1978;-76,71667;159,66667
Allan Hills A78124;H6;27,7;Found;1978;-76,71667;159,66667
Allan Hills A78125;L6;18,8;Found;1978;-76,71667;159,66667
Allan Hills A78126;L6;606,9;Found;1978;-76,71667;159,66667
Allan Hills A78127;L6;194,5;Found;1978;-76,71667;159,66667
Allan Hills A78128;H5;154,7;Found;1978;-76,71667;159,66667
Allan Hills A78129;H5;128,3;Found;1978;-76,71667;159,66667
Allan Hills A78130;L6;2733;Found;1978;-76,71667;159,66667
Allan Hills A78131;L6;268,8;Found;1978;-76,71667;159,66667
Allan Hills A78132;Eucrite-pmict;656;Found;1978;-76,71667;159,66667
Allan Hills A78133;L3.5;59,9;Found;1978;-76,71667;159,66667
Allan Hills A78134;H4;458,3;Found;1978;-76,71667;159,66667
Allan Hills A78135;H6;130,8;Found;1978;-76,71667;159,66667
Allan Hills A78136;H5;51,6;Found;1978;-76,71667;159,66667
Allan Hills A78137;H6;70;Found;1978;-76,71667;159,66667
Allan Hills A78138;LL3;10,8;Found;1978;-76,71667;159,66667
Allan Hills A78139;H5;17;Found;1978;-76,71667;159,66667
Allan Hills A78140;H4;16,6;Found;1978;-76,71667;159,66667
Allan Hills A78141;H5;24,1;Found;1978;-76,71667;159,66667
Allan Hills A78142;L5;31,5;Found;1978;-76,71667;159,66667
Allan Hills A78143;LL3;2,23;Found;1977;-76,71667;159,66667
Allan Hills A78145;H6;34,4;Found;1978;-76,71667;159,66667
Allan Hills A78146;H5;16,5;Found;1978;-76,71667;159,66667
Allan Hills A78147;H5/6;30,6;Found;1978;-76,71667;159,66667
Allan Hills A78148;H5;3,32;Found;1977;-76,71667;159,66667
Allan Hills A78149;H4;23,2;Found;1978;-76,71667;159,66667
Allan Hills A78150;H5;15,8;Found;1978;-76,71667;159,66667
Allan Hills A78151;H5/6;10,34;Found;1977;-76,71667;159,66667
Allan Hills A78152;H6;4,7;Found;1978;-76,71667;159,66667
Allan Hills A78153;LL6;151,7;Found;1978;-76,71667;159,66667
Allan Hills A78154;H5;11,8;Found;1978;-76,71667;159,66667
Allan Hills A78155;H6;4,36;Found;1977;-76,71667;159,66667
Allan Hills A78156;L6;8,6;Found;1978;-76,71667;159,66667
Allan Hills A78157;H4;63,4;Found;1978;-76,71667;159,66667
Allan Hills A78158;Eucrite-pmict;15,1;Found;1978;-76,71667;159,66667
Allan Hills A78159;H5;22,6;Found;1978;-76,71667;159,66667
Allan Hills A78160;H5;16;Found;1978;-76,71667;159,66667
Allan Hills A78161;L6;3;Found;1977;-76,71667;159,66667
Allan Hills A78162;L3.4;33,2;Found;1978;-76,71667;159,66667
Allan Hills A78163;H5;9,6;Found;1978;-76,71667;159,66667
Allan Hills A78164;H5;25,1;Found;1978;-76,71667;159,66667
Allan Hills A78165;Eucrite-pmict;20,9;Found;1978;-76,71667;159,66667
Allan Hills A78167;H6;11,3;Found;1977;-76,71667;159,66667
Allan Hills A78168;H4;33,6;Found;1978;-76,71667;159,66667
Allan Hills A78169;H6;22,2;Found;1978;-76,71667;159,66667
Allan Hills A78170;L3.2;20,9;Found;1978;-76,71667;159,66667
Allan Hills A78171;L6;22,5;Found;1978;-76,71667;159,66667
Allan Hills A78172;H4;29,4;Found;1978;-76,71667;159,66667
Allan Hills A78173;H5;19,8;Found;1978;-76,71667;159,66667
Allan Hills A78174;H5;13,5;Found;1978;-76,71667;159,66667
Allan Hills A78175;H5;9,71;Found;1977;-76,71667;159,66667
Allan Hills A78176;L3.4;8,2;Found;1978;-76,71667;159,66667
Allan Hills A78177;H5;12,46;Found;1977;-76,71667;159,66667
Allan Hills A78178;H5;7,2;Found;1978;-76,71667;159,66667
Allan Hills A78179;H4;10,88;Found;1977;-76,71667;159,66667
Allan Hills A78180;L3.5;7,9;Found;1978;-76,71667;159,66667
Allan Hills A78181;H4;7,15;Found;1977;-76,71667;159,66667
Allan Hills A78182;H5;10,1;Found;1978;-76,71667;159,66667
Allan Hills A78183;H4;10,49;Found;1977;-76,71667;159,66667
Allan Hills A78184;H6;8,2;Found;1978;-76,71667;159,66667
Allan Hills A78185;L6;5,77;Found;1977;-76,71667;159,66667
Allan Hills A78186;L3.5;3,1;Found;1978;-76,71667;159,66667
Allan Hills A78187;L6;3,67;Found;1977;-76,71667;159,66667
Allan Hills A78188;L3.5;0,9;Found;1978;-76,71667;159,66667
Allan Hills A78189;H6;22,7;Found;1978;-76,71667;159,66667
Allan Hills A78190;H5;20,1;Found;1978;-76,71667;159,66667
Allan Hills A78191;H6;19,6;Found;1978;-76,71667;159,66667
Allan Hills A78192;H5;12,42;Found;1977;-76,71667;159,66667
Allan Hills A78193;H4;13,3;Found;1978;-76,71667;159,66667
Allan Hills A78194;H5;24,5;Found;1978;-76,71667;159,66667
Allan Hills A78195;H5;14,95;Found;1977;-76,71667;159,66667
Allan Hills A78196;H4;11,2;Found;1978;-76,71667;159,66667
Allan Hills A78197;H5;20,2;Found;1978;-76,71667;159,66667
Allan Hills A78198;H4;10,47;Found;1977;-76,71667;159,66667
Allan Hills A78199;H5;12,9;Found;1978;-76,71667;159,66667
Allan Hills A78200;H6;14,17;Found;1977;-76,71667;159,66667
Allan Hills A78201;H5;9,8;Found;1978;-76,71667;159,66667
Allan Hills A78202;H5;12,95;Found;1977;-76,71667;159,66667
Allan Hills A78203;H5;10,9;Found;1978;-76,71667;159,66667
Allan Hills A78204;H5;11,11;Found;1977;-76,71667;159,66667
Allan Hills A78205;H5;8,9;Found;1978;-76,71667;159,66667
Allan Hills A78206;H5;9,77;Found;1977;-76,71667;159,66667
Allan Hills A78207;H6;8,4;Found;1978;-76,71667;159,66667
Allan Hills A78208;H4;10,46;Found;1977;-76,71667;159,66667
Allan Hills A78209;H5;12,1;Found;1978;-76,71667;159,66667
Allan Hills A78210;H5;8,95;Found;1977;-76,71667;159,66667
Allan Hills A78211;H6;11,5;Found;1978;-76,71667;159,66667
Allan Hills A78212;H5;7,72;Found;1977;-76,71667;159,66667
Allan Hills A78213;H6;9,6;Found;1978;-76,71667;159,66667
Allan Hills A78214;H5;5,61;Found;1977;-76,71667;159,66667
Allan Hills A78215;H6;6,4;Found;1978;-76,71667;159,66667
Allan Hills A78216;H5;4,75;Found;1977;-76,71667;159,66667
Allan Hills A78217;H5;8,3;Found;1978;-76,71667;159,66667
Allan Hills A78218;H4;7,85;Found;1977;-76,71667;159,66667
Allan Hills A78219;H5;8,2;Found;1978;-76,71667;159,66667
Allan Hills A78220;H5;8,57;Found;1977;-76,71667;159,66667
Allan Hills A78221;H5;5,4;Found;1978;-76,71667;159,66667
Allan Hills A78222;H5;5,02;Found;1977;-76,71667;159,66667
Allan Hills A78223;H4;6,5;Found;1978;-76,71667;159,66667
Allan Hills A78224;H5;6,5;Found;1977;-76,71667;159,66667
Allan Hills A78225;H5;4,6;Found;1978;-76,71667;159,66667
Allan Hills A78226;H6;6,26;Found;1977;-76,71667;159,66667
Allan Hills A78227;H5;2,4;Found;1978;-76,71667;159,66667
Allan Hills A78228;H5;2,96;Found;1977;-76,71667;159,66667
Allan Hills A78229;H6;1,9;Found;1978;-76,71667;159,66667
Allan Hills A78230;Acapulcoite;3,87;Found;1977;-76,71667;159,66667
Allan Hills A78231;H6;1,9;Found;1978;-76,71667;159,66667
Allan Hills A78232;H5;2,52;Found;1977;-76,71667;159,66667
Allan Hills A78233;H5;1,3;Found;1978;-76,71667;159,66667
Allan Hills A78234;H5;0,52;Found;1977;-76,71667;159,66667
Allan Hills A78235;L3.4;19,2;Found;1978;-76,71667;159,66667
Allan Hills A78236;L3.5;14,4;Found;1978;-76,71667;159,66667
Allan Hills A78237;L3;13,27;Found;1977;-76,71667;159,66667
Allan Hills A78238;L3.5;9,8;Found;1978;-76,71667;159,66667
Allan Hills A78239;L3.4;16;Found;1978;-76,71667;159,66667
Allan Hills A78240;H4;9,31;Found;1977;-76,71667;159,66667
Allan Hills A78241;H5;6,5;Found;1978;-76,71667;159,66667
Allan Hills A78242;H4;7,34;Found;1977;-76,71667;159,66667
Allan Hills A78243;L3.5;1,9;Found;1978;-76,71667;159,66667
Allan Hills A78245;H5;4;Found;1978;-76,71667;159,66667
Allan Hills A78246;H5;6,17;Found;1977;-76,71667;159,66667
Allan Hills A78247;H5;2,7;Found;1978;-76,71667;159,66667
Allan Hills A78248;H4;4,73;Found;1977;-76,71667;159,66667
Allan Hills A78249;H6;4,2;Found;1978;-76,71667;159,66667
Allan Hills A78250;L3;2,87;Found;1977;-76,71667;159,66667
